SL,Easting,Northing,RL,Remarks,Surveyor,Date,,,
5550,620082.198,2736372.276,22.19,Mango Garden,A. H. Shanto,03/21/2021,,,
5551,620143.149,2736281.971,23.46,Mango Garden,A. H. Shanto,03/21/2021,,,
5552,620080.001,2736439.344,21.99,Mango Garden,A. H. Shanto,03/21/2021,,,
5553,620193.099,2736293.368,22.91,Mango Garden,A. H. Shanto,03/21/2021,,,
5554,620043.564,2736486.795,22.27,Mango Garden,A. H. Shanto,03/21/2021,,,
5555,620168.817,2736251.332,19.75,Punnjar Vanga Khal,A. H. Shanto,03/21/2021,,,
5556,620095.059,2736279.581,22.40,Homestead,A. H. Shanto,03/21/2021,,,
5557,620052.783,2736355.678,22.14,Mango Garden,A. H. Shanto,03/21/2021,,,
5558,620143.868,2736283.999,22.70,Mango Garden,A. H. Shanto,03/21/2021,,,
5559,620091.659,2736377.812,21.33,Mango Garden,A. H. Shanto,03/21/2021,,,
5560,620192.845,2736294.392,22.22,Mango Garden,A. H. Shanto,03/21/2021,,,
5561,620074.171,2736416.451,21.32,Mango Garden,A. H. Shanto,03/21/2021,,,
5562,620329.674,2736361.879,21.97,Mango Garden,A. H. Shanto,03/21/2021,,,
5563,620323.229,2736410.554,21.57,Mango Garden,A. H. Shanto,03/21/2021,,,
5564,620111.826,2736444.992,21.13,Mango Garden,A. H. Shanto,03/21/2021,,,
5565,620089.962,2736446.649,21.05,Mango Garden,A. H. Shanto,03/21/2021,,,
5566,620330.232,2736454.603,21.33,Mango Garden,A. H. Shanto,03/21/2021,,,
5567,620179.336,2736439.495,21.26,Mango Garden,A. H. Shanto,03/21/2021,,,
5568,620327.589,2736522.54,21.16,Mango Garden,A. H. Shanto,03/21/2021,,,
5569,620269.657,2736491.893,21.61,Mango Garden,A. H. Shanto,03/21/2021,,,
5570,620230.28,2736464.697,21.49,Mango Garden,A. H. Shanto,03/21/2021,,,
5571,620197.709,2736379.386,21.97,Mango Garden,A. H. Shanto,03/21/2021,,,
5572,620223.043,2736391.115,21.67,Mango Garden,A. H. Shanto,03/21/2021,,,
5573,620229.375,2736285.557,19.61,Mango Garden,A. H. Shanto,03/21/2021,,,
5574,620229.679,2736285.449,19.59,Punnjar Vanga Khal,A. H. Shanto,03/21/2021,,,
5575,620227.57,2736321.717,22.18,Mango Garden,A. H. Shanto,03/21/2021,,,
5576,620321.245,2736100.506,22.21,BS_snt-11,A. H. Shanto,03/22/2021,,,
5577,620321.251,2736100.499,22.21,BS11,A. H. Shanto,03/22/2021,,,
5578,620397.868,2736010.304,21.39,Mango Garden,A. H. Shanto,03/22/2021,,,
5579,620395.175,2735979.297,21.39,Mango Garden,A. H. Shanto,03/22/2021,,,
5580,620287.276,2736047.963,21.67,Mango Garden,A. H. Shanto,03/22/2021,,,
5581,620348.773,2736130.31,21.76,Mango Garden,A. H. Shanto,03/22/2021,,,
5582,620457.304,2736072.705,21.41,Mango Garden,A. H. Shanto,03/22/2021,,,
5583,620227.611,2735951.959,21.98,Mango Garden,A. H. Shanto,03/22/2021,,,
5584,620297.051,2736101.523,21.95,Mango Garden,A. H. Shanto,03/22/2021,,,
5585,620478.089,2736067.146,21.46,Mango Garden,A. H. Shanto,03/22/2021,,,
5586,620248.653,2736145.497,22.09,Mango Garden,A. H. Shanto,03/22/2021,,,
5587,620533.406,2736031.001,21.39,Mango Garden,A. H. Shanto,03/22/2021,,,
5588,620031.497,2735915.826,22.53,Mango Garden,A. H. Shanto,03/22/2021,,,
5589,620553.031,2735964.976,21.28,Mango Garden,A. H. Shanto,03/22/2021,,,
5590,620040.498,2735872.664,22.12,Mango Garden,A. H. Shanto,03/22/2021,,,
5591,620490.796,2736174.136,21.69,Mango Garden,A. H. Shanto,03/22/2021,,,
5592,620455.881,2736264.069,22.24,Mango Garden,A. H. Shanto,03/22/2021,,,
5593,620345.377,2735933.922,21.37,Mango Garden,A. H. Shanto,03/22/2021,,,
5594,620247.408,2735894.446,21.67,Mango Garden,A. H. Shanto,03/22/2021,,,
5595,620372.5,2736247.484,21.96,Mango Garden,A. H. Shanto,03/22/2021,,,
5596,620283.508,2735909.526,21.52,Mango Garden,A. H. Shanto,03/22/2021,,,
5597,620276.247,2735934.977,21.61,Mango Garden,A. H. Shanto,03/22/2021,,,
5598,620429.851,2735887.006,21.21,Mango Garden,A. H. Shanto,03/22/2021,,,
5599,620402.611,2735804.849,21.36,Mango Garden,A. H. Shanto,03/22/2021,,,
5600,620459.525,2735982.292,21.28,Mango Garden,A. H. Shanto,03/22/2021,,,
5601,620558.064,2735897.071,21.21,Mango Garden,A. H. Shanto,03/22/2021,,,
5602,620343.72,2735758.359,21.29,Mango Garden,A. H. Shanto,03/22/2021,,,
5603,620345.555,2735822.614,21.33,Mango Garden,A. H. Shanto,03/22/2021,,,
5604,620610.729,2735859.041,21.15,Mango Garden,A. H. Shanto,03/22/2021,,,
5605,620432.634,2735823.597,21.28,Mango Garden,A. H. Shanto,03/22/2021,,,
5606,620511.708,2735831.529,21.24,Mango Garden,A. H. Shanto,03/22/2021,,,
5607,620469.107,2735861.436,21.20,Mango Garden,A. H. Shanto,03/22/2021,,,
5608,620476.173,2735774.245,21.33,Mango Garden,A. H. Shanto,03/22/2021,,,
5609,620629.915,2735925.698,21.13,Mango Garden,A. H. Shanto,03/22/2021,,,
5610,620447.476,2736019.426,21.35,Mango Garden,A. H. Shanto,03/22/2021,,,
5611,620754.534,2735665.499,20.89,BS_snt-12,A. H. Shanto,03/22/2021,,,
5612,620754.644,2735665.376,20.89,bs12,A. H. Shanto,03/22/2021,,,
5613,620663.397,2735634.46,21.05,Mango Garden,A. H. Shanto,03/22/2021,,,
5614,620682.397,2735716.646,21.08,Mango Garden,A. H. Shanto,03/22/2021,,,
5615,620711.168,2735824.868,20.90,Mango Garden,A. H. Shanto,03/22/2021,,,
5616,620584.259,2735661.078,21.26,Mango Garden,A. H. Shanto,03/22/2021,,,
5617,620612.672,2735734.445,21.12,Mango Garden,A. H. Shanto,03/22/2021,,,
5618,620581.785,2735798.674,21.19,Mango Garden,A. H. Shanto,03/22/2021,,,
5619,620510.253,2735673.747,21.47,Mango Garden,A. H. Shanto,03/22/2021,,,
5620,620553.491,2735697.572,21.25,Mango Garden,A. H. Shanto,03/22/2021,,,
5621,620565.707,2735722.117,21.26,Mango Garden,A. H. Shanto,03/22/2021,,,
5622,620469.884,2735686.157,21.58,Mango Garden,A. H. Shanto,03/22/2021,,,
5623,620409.062,2735703.255,21.76,Mango Garden,A. H. Shanto,03/22/2021,,,
5624,620458.83,2735626,21.60,Mango Garden,A. H. Shanto,03/22/2021,,,
5625,620456.506,2735577.93,22.00,Mango Garden,A. H. Shanto,03/22/2021,,,
5626,620496.113,2735546.2,21.89,Mango Garden,A. H. Shanto,03/22/2021,,,
5627,620528.111,2735573.307,21.69,Mango Garden,A. H. Shanto,03/22/2021,,,
5628,620562.557,2735533.386,21.68,Mango Garden,A. H. Shanto,03/22/2021,,,
5629,620638.209,2735561.366,21.22,Mango Garden,A. H. Shanto,03/22/2021,,,
5630,620610.007,2735473.195,21.38,Mango Garden,A. H. Shanto,03/22/2021,,,
5631,620581.075,2735378.013,21.60,Mango Garden,A. H. Shanto,03/22/2021,,,
5632,620716.328,2735539.619,21.25,Mango Garden,A. H. Shanto,03/22/2021,,,
5633,620663.861,2735493.84,21.32,Mango Garden,A. H. Shanto,03/22/2021,,,
5634,620639.041,2735402.206,21.53,Mango Garden,A. H. Shanto,03/22/2021,,,
5635,620710.62,2735480.319,21.27,Mango Garden,A. H. Shanto,03/22/2021,,,
5636,620739.19,2735387.109,21.43,Mango Garden,A. H. Shanto,03/22/2021,,,
5637,620785.475,2735565.163,21.17,Mango Garden,A. H. Shanto,03/22/2021,,,
5638,620773.139,2735484.921,21.23,Mango Garden,A. H. Shanto,03/22/2021,,,
5639,620835.887,2735416.966,21.57,Mango Garden,A. H. Shanto,03/22/2021,,,
5640,620837.859,2735530.196,21.16,Mango Garden,A. H. Shanto,03/22/2021,,,
5641,620883.222,2735502.581,21.20,Mango Garden,A. H. Shanto,03/22/2021,,,
5642,620836.283,2735497.853,21.18,Mango Garden,A. H. Shanto,03/22/2021,,,
5643,620844.677,2735526.405,21.17,Mango Garden,A. H. Shanto,03/22/2021,,,
5644,620948.586,2735482.649,21.46,Mango Garden,A. H. Shanto,03/22/2021,,,
5645,620822.416,2735573.443,21.14,Mango Garden,A. H. Shanto,03/22/2021,,,
5646,621245.407,2735523.204,21.22,BS_snt-13,A. H. Shanto,03/22/2021,,,
5647,621287.073,2735411.317,22.23,Earthen Road,A. H. Shanto,03/22/2021,,,
5648,621299.553,2735459.998,21.60,Earthen Road,A. H. Shanto,03/22/2021,,,
5649,621293.828,2735461.519,21.56,Mango Garden,A. H. Shanto,03/22/2021,,,
5650,621298.928,2735577.839,20.69,Mango Garden,A. H. Shanto,03/22/2021,,,
5651,621229.618,2735483.715,21.05,Mango Garden,A. H. Shanto,03/22/2021,,,
5652,621215.009,2735590.942,20.62,Mango Garden,A. H. Shanto,03/22/2021,,,
5653,621188.453,2735394.983,21.41,Mango Garden,A. H. Shanto,03/22/2021,,,
5654,621113.577,2735535.645,21.30,Mango Garden,A. H. Shanto,03/22/2021,,,
5655,621149.065,2735584.036,21.20,Mango Garden,A. H. Shanto,03/22/2021,,,
5656,621094.122,2735416.361,21.73,Mango Garden,A. H. Shanto,03/22/2021,,,
5657,621092.559,2735491.864,21.59,Mango Garden,A. H. Shanto,03/22/2021,,,
5658,621071.161,2735461.116,21.55,Mango Garden,A. H. Shanto,03/22/2021,,,
5659,621039.485,2735453.789,21.65,Mango Garden,A. H. Shanto,03/22/2021,,,
5660,621016.607,2735448.517,21.65,Mango Garden,A. H. Shanto,03/22/2021,,,
5661,621039.696,2735392.069,21.71,Mango Garden,A. H. Shanto,03/22/2021,,,
5662,621018.48,2735431.757,21.63,Mango Garden,A. H. Shanto,03/22/2021,,,
5663,626032,2724017,13.23,Sounding,Shohanur,03/14/2021,,,
5664,626073,2724066,12.70,Sounding,Shohanur,03/14/2021,,,
5665,626105,2724123,12.96,Sounding,Shohanur,03/14/2021,,,
5666,626199,2724112,13.00,Sounding,Shohanur,03/14/2021,,,
5667,626161,2724046,12.74,Sounding,Shohanur,03/14/2021,,,
5668,626110,2723976,12.56,Sounding,Shohanur,03/14/2021,,,
5669,626075,2723924,13.15,Sounding,Shohanur,03/14/2021,,,
5670,626170,2723853,12.96,Sounding,Shohanur,03/14/2021,,,
5671,626217,2723927,12.48,Sounding,Shohanur,03/14/2021,,,
5672,626289,2724009,12.36,Sounding,Shohanur,03/14/2021,,,
5673,626344,2724089,12.79,Sounding,Shohanur,03/14/2021,,,
5674,626469,2724010,13.19,Sounding,Shohanur,03/14/2021,,,
5675,626421,2723928,12.55,Sounding,Shohanur,03/14/2021,,,
5676,626362,2723852,12.42,Sounding,Shohanur,03/14/2021,,,
5677,626278,2723750,12.98,Sounding,Shohanur,03/14/2021,,,
5678,626368,2723674,12.79,Sounding,Shohanur,03/14/2021,,,
5679,626448,2723772,12.22,Sounding,Shohanur,03/14/2021,,,
5680,626520,2723845,12.43,Sounding,Shohanur,03/14/2021,,,
5681,626567,2723924,13.00,Sounding,Shohanur,03/14/2021,,,
5682,626665,2723837,13.27,Sounding,Shohanur,03/14/2021,,,
5683,626605,2723765,12.58,Sounding,Shohanur,03/14/2021,,,
5684,626528,2723688,12.44,Sounding,Shohanur,03/14/2021,,,
5685,626455,2723595,13.16,Sounding,Shohanur,03/14/2021,,,
5686,626508,2723536,12.85,Sounding,Shohanur,03/14/2021,,,
5687,626590,2723625,12.18,Sounding,Shohanur,03/14/2021,,,
5688,626660,2723695,12.37,Sounding,Shohanur,03/14/2021,,,
5689,626719,2723786,13.00,Sounding,Shohanur,03/14/2021,,,
5690,626771,2723727,13.19,Sounding,Shohanur,03/14/2021,,,
5691,626708,2723634,12.06,Sounding,Shohanur,03/14/2021,,,
5692,626640,2723570,12.46,Sounding,Shohanur,03/14/2021,,,
5693,626564,2723492,13.11,Sounding,Shohanur,03/14/2021,,,
5694,626613,2723435,12.88,Sounding,Shohanur,03/14/2021,,,
5695,626689,2723514,12.06,Sounding,Shohanur,03/14/2021,,,
5696,626746,2723577,12.73,Sounding,Shohanur,03/14/2021,,,
5697,626813,2723660,13.35,Sounding,Shohanur,03/14/2021,,,
5698,626855,2723583,13.20,Sounding,Shohanur,03/14/2021,,,
5699,626786,2723504,12.85,Sounding,Shohanur,03/14/2021,,,
5700,626722,2723443,12.56,Sounding,Shohanur,03/14/2021,,,
5701,626655,2723378,12.96,Sounding,Shohanur,03/14/2021,,,
5702,626699,2723326,13.39,Sounding,Shohanur,03/14/2021,,,
5703,626774,2723386,12.84,Sounding,Shohanur,03/14/2021,,,
5704,626843,2723449,12.43,Sounding,Shohanur,03/14/2021,,,
5705,626939,2723521,12.96,Sounding,Shohanur,03/14/2021,,,
5706,626995,2723476,13.06,Sounding,Shohanur,03/14/2021,,,
5707,626906,2723396,12.43,Sounding,Shohanur,03/14/2021,,,
5708,626832,2723333,12.66,Sounding,Shohanur,03/14/2021,,,
5709,626751,2723260,13.20,Sounding,Shohanur,03/14/2021,,,
5710,626811,2723183,13.00,Sounding,Shohanur,03/14/2021,,,
5711,626899,2723262,12.79,Sounding,Shohanur,03/14/2021,,,
5712,626985,2723319,12.22,Sounding,Shohanur,03/14/2021,,,
5713,627042,2723379,12.23,Sounding,Shohanur,03/14/2021,,,
5714,627089,2723438,13.17,Sounding,Shohanur,03/14/2021,,,
5715,627172,2723344,13.09,Sounding,Shohanur,03/14/2021,,,
5716,627089,2723255,12.73,Sounding,Shohanur,03/14/2021,,,
5717,627014,2723183,12.87,Sounding,Shohanur,03/14/2021,,,
5718,626913,2723098,13.25,Sounding,Shohanur,03/14/2021,,,
5719,627031,2723000,13.29,Sounding,Shohanur,03/14/2021,,,
5720,627134,2723146,12.94,Sounding,Shohanur,03/14/2021,,,
5721,627203,2723217,12.73,Sounding,Shohanur,03/14/2021,,,
5722,627270,2723282,13.06,Sounding,Shohanur,03/14/2021,,,
5723,627292,2723106,13.10,Sounding,Shohanur,03/14/2021,,,
5724,627221,2723021,12.54,Sounding,Shohanur,03/14/2021,,,
5725,627126,2722937,13.19,Sounding,Shohanur,03/14/2021,,,
5726,627240,2722859,12.85,Sounding,Shohanur,03/14/2021,,,
5727,627320,2722946,12.99,Sounding,Shohanur,03/14/2021,,,
5728,617869,2743059,21.74,Dyke,Shohanur,03/15/2021,,,
5729,617932,2743062,21.66,Dyke,Shohanur,03/15/2021,,,
5730,617945,2743175,21.92,Dyke,Shohanur,03/15/2021,,,
5731,617874,2743179,21.60,Dyke,Shohanur,03/15/2021,,,
5732,617889,2743065,19.27,Sounding,Shohanur,03/15/2021,,,
5733,617920,2743097,19.58,Sounding,Shohanur,03/15/2021,,,
5734,617903,2743082,19.77,Sounding,Shohanur,03/15/2021,,,
5735,617843,2743181,19.52,Sounding,Shohanur,03/15/2021,,,
5736,617823,2743167,19.16,Sounding,Shohanur,03/15/2021,,,
5737,617898,2743212,19.64,Sounding,Shohanur,03/15/2021,,,
5738,617812,2743223,19.77,Sounding,Shohanur,03/15/2021,,,
5739,617930,2743263,19.52,Sounding,Shohanur,03/15/2021,,,
5740,617870,2743286,19.18,Sounding,Shohanur,03/15/2021,,,
5741,617993,2743292,18.64,Sounding,Shohanur,03/15/2021,,,
5742,618036,2743259,18.98,Sounding,Shohanur,03/15/2021,,,
5743,618129,2743291,19.43,Sounding,Shohanur,03/15/2021,,,
5744,618208,2743324,19.61,Sounding,Shohanur,03/15/2021,,,
5745,618225,2743391,20.11,Sounding,Shohanur,03/15/2021,,,
5746,618134,2743354,20.04,Sounding,Shohanur,03/15/2021,,,
5747,618062,2743344,19.68,Sounding,Shohanur,03/15/2021,,,
5748,617938,2743382,19.43,Sounding,Shohanur,03/15/2021,,,
5749,617949,2743326,19.80,Sounding,Shohanur,03/15/2021,,,
5750,617911,2743356,19.64,Sounding,Shohanur,03/15/2021,,,
5751,617868,2743340,19.79,Sounding,Shohanur,03/15/2021,,,
5752,618193,2743452,19.44,Sounding,Shohanur,03/15/2021,,,
5753,618129,2743409,19.58,Sounding,Shohanur,03/15/2021,,,
5754,618047,2743409,19.91,Sounding,Shohanur,03/15/2021,,,
5755,617984,2743402,19.68,Sounding,Shohanur,03/15/2021,,,
5756,617958,2743228,19.55,Sounding,Shohanur,03/15/2021,,,
5757,617880,2743405,19.13,Sounding,Shohanur,03/15/2021,,,
5758,617856,2743396,18.80,Sounding,Shohanur,03/15/2021,,,
5759,617919,2743432,18.35,Sounding,Shohanur,03/15/2021,,,
5760,617973,2743459,19.26,Sounding,Shohanur,03/15/2021,,,
5761,618005,2743484,19.44,Sounding,Shohanur,03/15/2021,,,
5762,618057,2743453,19.51,Sounding,Shohanur,03/15/2021,,,
5763,618115,2743499,19.58,Sounding,Shohanur,03/15/2021,,,
5764,618111,2743542,19.35,Sounding,Shohanur,03/15/2021,,,
5765,618077,2743534,20.31,Sounding,Shohanur,03/15/2021,,,
5766,618005,2743531,19.62,Sounding,Shohanur,03/15/2021,,,
5767,617928,2743524,19.28,Sounding,Shohanur,03/15/2021,,,
5768,617881,2743538,19.31,Sounding,Shohanur,03/15/2021,,,
5769,617896,2743570,19.57,Sounding,Shohanur,03/15/2021,,,
5770,617907,2743585,19.79,Sounding,Shohanur,03/15/2021,,,
5771,617867,2743573,19.64,Sounding,Shohanur,03/15/2021,,,
5772,618072,2743626,19.44,Sounding,Shohanur,03/15/2021,,,
5773,618002,2743574,19.91,Sounding,Shohanur,03/15/2021,,,
5774,617963,2743549,19.68,Sounding,Shohanur,03/15/2021,,,
5775,617941,2743563,19.43,Sounding,Shohanur,03/15/2021,,,
5776,618066,2743583,18.87,Sounding,Shohanur,03/15/2021,,,
5777,618035,2743565,18.88,Sounding,Shohanur,03/15/2021,,,
5778,617882,2743495,19.33,Sounding,Shohanur,03/15/2021,,,
5779,617916,2743483,19.48,Sounding,Shohanur,03/15/2021,,,
5780,618052,2743603,19.61,Sounding,Shohanur,03/15/2021,,,
5781,618050,2743519,19.37,Sounding,Shohanur,03/15/2021,,,
5782,617980,2743506,19.51,Sounding,Shohanur,03/15/2021,,,
5783,618134,2743451,19.28,Sounding,Shohanur,03/15/2021,,,
5784,618022,2743624,21.58,Dyke,Shohanur,03/15/2021,,,
5785,618024,2743665,22.00,Dyke,Shohanur,03/15/2021,,,
5786,617972,2743659,21.89,Dyke,Shohanur,03/15/2021,,,
5787,617979,2743621,22.46,Dyke,Shohanur,03/15/2021,,,
5788,618172,2743484,20.22,Sounding,Shohanur,03/15/2021,,,
5789,617992,2743643,19.85,Sounding,Shohanur,03/15/2021,,,
5790,617950,2743616,19.97,Sounding,Shohanur,03/15/2021,,,
5791,618005,2743701,20.49,Sounding,Shohanur,03/15/2021,,,
5792,617948,2743678,20.32,Sounding,Shohanur,03/15/2021,,,
5793,617910,2743657,20.13,Sounding,Shohanur,03/15/2021,,,
5794,617869,2743652,19.95,Sounding,Shohanur,03/15/2021,,,
5795,617829,2743681,19.74,Sounding,Shohanur,03/15/2021,,,
5796,617824,2743584,19.63,Sounding,Shohanur,03/15/2021,,,
5797,617708,2743778,19.86,Sounding,Shohanur,03/15/2021,,,
5798,617751,2743776,19.89,Sounding,Shohanur,03/15/2021,,,
5799,617822,2743781,20.06,Sounding,Shohanur,03/15/2021,,,
5800,617924,2743781,20.49,Sounding,Shohanur,03/15/2021,,,
5801,617869,2743816,20.33,Sounding,Shohanur,03/15/2021,,,
5802,617808,2743863,20.12,Sounding,Shohanur,03/15/2021,,,
5803,617677,2743904,20.00,Sounding,Shohanur,03/15/2021,,,
5804,617678,2743917,19.88,Sounding,Shohanur,03/15/2021,,,
5805,617893,2743606,20.22,Sounding,Shohanur,03/15/2021,,,
5806,617690,2744053,19.95,Sounding,Shohanur,03/15/2021,,,
5807,617754,2744051,19.86,Sounding,Shohanur,03/15/2021,,,
5808,617737,2744105,22.63,Dyke,Shohanur,03/15/2021,,,
5809,617670,2744117,22.70,Dyke,Shohanur,03/15/2021,,,
5810,617663,2744150,22.56,Dyke,Shohanur,03/15/2021,,,
5811,617724,2744145,22.48,Dyke,Shohanur,03/15/2021,,,
5812,617746,2743923,19.81,Soundign,Shohanur,03/15/2021,,,
5813,617816,2743920,20.57,Soundign,Shohanur,03/15/2021,,,
5814,617681,2744141,20.50,Soundign,Shohanur,03/15/2021,,,
5815,617720,2744122,20.21,Soundign,Shohanur,03/15/2021,,,
5816,617631,2744211,20.05,Soundign,Shohanur,03/15/2021,,,
5817,617564,2744246,20.34,Soundign,Shohanur,03/15/2021,,,
5818,617429,2744506,19.79,Soundign,Shohanur,03/15/2021,,,
5819,617361,2744593,20.13,Soundign,Shohanur,03/15/2021,,,
5820,617280,2744702,20.50,Soundign,Shohanur,03/15/2021,,,
5821,617183,2744729,20.07,Soundign,Shohanur,03/15/2021,,,
5822,617159,2744635,20.79,Soundign,Shohanur,03/15/2021,,,
5823,617144,2744567,19.90,Soundign,Shohanur,03/15/2021,,,
5824,617373,2744315,20.54,Soundign,Shohanur,03/15/2021,,,
5825,617243,2744296,20.26,Soundign,Shohanur,03/15/2021,,,
5826,617252,2744451,20.18,Soundign,Shohanur,03/15/2021,,,
5827,618289,2743050,21.96,Dyke,Shohanur,03/16/2021,,,
5828,618239,2743053,21.73,Dyke,Shohanur,03/16/2021,,,
5829,618272,2743172,21.65,Dyke,Shohanur,03/16/2021,,,
5830,618228,2743169,21.64,Dyke,Shohanur,03/16/2021,,,
5831,618250,2743154,19.49,Sounding,Shohanur,03/16/2021,,,
5832,618256,2743088,19.06,Sounding,Shohanur,03/16/2021,,,
5833,618212,2743057,21.79,Dyke,Shohanur,03/16/2021,,,
5834,618210,2743171,21.71,Dyke,Shohanur,03/16/2021,,,
5835,618128,2743062,21.92,Dyke,Shohanur,03/16/2021,,,
5836,618122,2743163,21.89,Dyke,Shohanur,03/16/2021,,,
5837,618168,2743149,19.44,Sounding,Shohanur,03/16/2021,,,
5838,618162,2743107,18.96,Sounding,Shohanur,03/16/2021,,,
5839,618180,2743081,19.17,Sounding,Shohanur,03/16/2021,,,
5840,618114,2743085,19.05,Sounding,Shohanur,03/16/2021,,,
5841,618076,2743089,19.29,Sounding,Shohanur,03/16/2021,,,
5842,618021,2743068,21.45,Dyke,Shohanur,03/16/2021,,,
5843,618018,2743135,21.86,Dyke,Shohanur,03/16/2021,,,
5844,617974,2743128,21.94,Dyke,Shohanur,03/16/2021,,,
5845,617977,2743065,21.83,Dyke,Shohanur,03/16/2021,,,
5846,617996,2743090,18.70,Sounding,Shohanur,03/16/2021,,,
5847,617991,2743116,19.05,Sounding,Shohanur,03/16/2021,,,
5848,618030,2743102,22.06,Dyke,Shohanur,03/16/2021,,,
5849,618112,2743103,21.79,Dyke,Shohanur,03/16/2021,,,
5850,618109,2743176,21.69,Dyke,Shohanur,03/16/2021,,,
5851,618044,2743172,22.30,Dyke,Shohanur,03/16/2021,,,
5852,618082,2743162,18.81,Sounding,Shohanur,03/16/2021,,,
5853,618073,2743136,19.09,Sounding,Shohanur,03/16/2021,,,
5854,618064,2743113,18.89,Sounding,Shohanur,03/16/2021,,,
5855,617967,2743083,18.69,Sounding,Shohanur,03/16/2021,,,
5856,617965,2743105,18.44,Sounding,Shohanur,03/16/2021,,,
5857,618018,2743199,18.35,Sounding,Shohanur,03/16/2021,,,
5858,618012,2743179,18.59,Sounding,Shohanur,03/16/2021,,,
5859,617994,2743154,18.86,Sounding,Shohanur,03/16/2021,,,
5860,618292,2743052,22.07,Dyke,Shohanur,03/16/2021,,,
5861,618390,2743097,22.23,Dyke,Shohanur,03/16/2021,,,
5862,618359,2743212,22.37,Dyke,Shohanur,03/16/2021,,,
5863,618293,2743201,22.56,Dyke,Shohanur,03/16/2021,,,
5864,618336,2743183,19.10,Sounding,Shohanur,03/16/2021,,,
5865,618336,2743147,18.88,Sounding,Shohanur,03/16/2021,,,
5866,618328,2743105,18.54,Sounding,Shohanur,03/16/2021,,,
5867,618382,2743158,18.66,Sounding,Shohanur,03/16/2021,,,
5868,618375,2743191,18.46,Sounding,Shohanur,03/16/2021,,,
5869,618412,2743148,18.36,Sounding,Shohanur,03/16/2021,,,
5870,618342,2743268,22.30,Dyke,Shohanur,03/16/2021,,,
5871,618356,2743228,21.84,Dyke,Shohanur,03/16/2021,,,
5872,618152,2743254,21.73,Dyke,Shohanur,03/16/2021,,,
5873,618151,2743214,21.68,Dyke,Shohanur,03/16/2021,,,
5874,618195,2743233,19.75,Sounding,Shohanur,03/16/2021,,,
5875,618254,2743244,18.90,Sounding,Shohanur,03/16/2021,,,
5876,618315,2743245,18.71,Sounding,Shohanur,03/16/2021,,,
5877,618103,2743224,18.56,Sounding,Shohanur,03/16/2021,,,
5878,618051,2743216,18.71,Sounding,Shohanur,03/16/2021,,,
5879,618284,2743275,19.13,Sounding,Shohanur,03/16/2021,,,
5880,618257,2743310,18.92,Sounding,Shohanur,03/16/2021,,,
5881,618286,2743337,19.43,Sounding,Shohanur,03/16/2021,,,
5882,618358,2742736,22.61,Dyke,Shohanur,03/16/2021,,,
5883,618314,2742719,22.38,Dyke,Shohanur,03/16/2021,,,
5884,618317,2742673,22.44,Dyke,Shohanur,03/16/2021,,,
5885,618368,2742684,22.21,Dyke,Shohanur,03/16/2021,,,
5886,618347,2742688,19.61,Sounding,Shohanur,03/16/2021,,,
5887,618341,2742703,19.18,Sounding,Shohanur,03/16/2021,,,
5888,618338,2742718,19.03,Sounding,Shohanur,03/16/2021,,,
5889,618376,2742672,22.74,Dyke,Shohanur,03/16/2021,,,
5890,618425,2742684,22.91,Dyke,Shohanur,03/16/2021,,,
5891,618430,2742601,22.55,Dyke,Shohanur,03/16/2021,,,
5892,618407,2742598,22.49,Dyke,Shohanur,03/16/2021,,,
5893,618394,2742663,19.51,Sounding,Shohanur,03/16/2021,,,
5894,618411,2742656,19.04,Sounding,Shohanur,03/16/2021,,,
5895,618417,2742621,19.09,Sounding,Shohanur,03/16/2021,,,
5896,616029,2744775,23.84,Home Staed,Shohanur,03/17/2021,,,
5897,616042,2744785,23.52,Home Staed,Shohanur,03/17/2021,,,
5898,616090,2744772,23.62,Home Staed,Shohanur,03/17/2021,,,
5899,616102,2744780,23.34,Home Staed,Shohanur,03/17/2021,,,
5900,616096,2744743,23.25,Land,Shohanur,03/17/2021,,,
5901,616118,2744750,22.88,Home Staed,Shohanur,03/17/2021,,,
5902,616132,2744746,23.04,Home Staed,Shohanur,03/17/2021,,,
5903,616130,2744722,22.99,Home Staed,Shohanur,03/17/2021,,,
5904,616159,2744725,23.42,Home Staed,Shohanur,03/17/2021,,,
5905,616165,2744730,20.80,Pond,Shohanur,03/17/2021,,,
5906,616180,2744775,23.81,Home Staed,Shohanur,03/17/2021,,,
5907,616193,2744764,23.05,Land,Shohanur,03/17/2021,,,
5908,616191,2744753,20.80,Pond,Shohanur,03/17/2021,,,
5909,616202,2744747,22.99,Home Staed,Shohanur,03/17/2021,,,
5910,616203,2744708,22.75,Land,Shohanur,03/17/2021,,,
5911,616198,2744656,22.89,Land,Shohanur,03/17/2021,,,
5912,616190,2744644,20.21,Pond,Shohanur,03/17/2021,,,
5913,616237,2744679,22.69,Land,Shohanur,03/17/2021,,,
5914,616231,2744563,22.50,Land,Shohanur,03/17/2021,,,
5915,616253,2744730,23.13,Home Staed,Shohanur,03/17/2021,,,
5916,616274,2744463,23.26,Land,Shohanur,03/17/2021,,,
5917,616300,2744433,23.42,Home Staed,Shohanur,03/17/2021,,,
5918,616322,2744380,23.03,Home Staed,Shohanur,03/17/2021,,,
5919,616348,2744330,23.06,Land,Shohanur,03/17/2021,,,
