SL,Easting,Northing,RL,Remarks,Surveyor,Date,,,
5920,616390,2744397,21.95,Land,Shohanur,03/17/2021,,,
5921,616351,2744456,22.86,Home Staed,Shohanur,03/17/2021,,,
5922,616322,2744509,23.59,Home Staed,Shohanur,03/17/2021,,,
5923,616294,2744554,22.46,Land,Shohanur,03/17/2021,,,
5924,616251,2744501,21.26,Pond,Shohanur,03/17/2021,,,
5925,616273,2744630,21.03,Pond,Shohanur,03/17/2021,,,
5926,616306,2744589,22.69,Dyke,Shohanur,03/17/2021,,,
5927,616338,2744538,22.46,Home Staed,Shohanur,03/17/2021,,,
5928,616382,2744475,22.28,Land,Shohanur,03/17/2021,,,
5929,616469,2744448,22.40,Land,Shohanur,03/17/2021,,,
5930,616423,2744494,22.77,Home Staed,Shohanur,03/17/2021,,,
5931,616375,2744555,22.69,Land,Shohanur,03/17/2021,,,
5932,616330,2744621,23.13,Home Staed,Shohanur,03/17/2021,,,
5933,616301,2744674,23.50,Home Staed,Shohanur,03/17/2021,,,
5934,616323,2744704,21.40,Pond,Shohanur,03/17/2021,,,
5935,616298,2744714,21.83,Pond,Shohanur,03/17/2021,,,
5936,616375,2744672,22.53,Home Staed,Shohanur,03/17/2021,,,
5937,616414,2744668,23.01,Home Staed,Shohanur,03/17/2021,,,
5938,616454,2744666,23.43,Home Staed,Shohanur,03/17/2021,,,
5939,616453,2744726,22.59,Land,Shohanur,03/17/2021,,,
5940,616400,2744746,22.20,Land,Shohanur,03/17/2021,,,
5941,616352,2744724,23.03,Mosque,Shohanur,03/17/2021,,,
5942,616404,2744591,22.48,Land,Shohanur,03/17/2021,,,
5943,616460,2744584,22.42,Land,Shohanur,03/17/2021,,,
5944,616488,2744578,22.20,Land,Shohanur,03/17/2021,,,
5945,616447,2744612,22.29,Land,Shohanur,03/17/2021,,,
5946,616343,2744770,22.41,Pond,Shohanur,03/17/2021,,,
5947,616790,2743703,21.75,Dyke,Shohanur,03/17/2021,,,
5948,616839,2743699,21.57,Dyke,Shohanur,03/17/2021,,,
5949,616846,2743744,21.83,Dyke,Shohanur,03/17/2021,,,
5950,616815,2743736,19.27,Pond,Shohanur,03/17/2021,,,
5951,616929,2743593,21.42,Land,Shohanur,03/17/2021,,,
5952,617004,2743510,22.26,Land,Shohanur,03/17/2021,,,
5953,617080,2743576,22.00,Land,Shohanur,03/17/2021,,,
5954,617021,2743641,21.83,Land,Shohanur,03/17/2021,,,
5955,616954,2743752,22.07,Land,Shohanur,03/17/2021,,,
5956,617114,2743752,22.44,Land,Shohanur,03/17/2021,,,
5957,617115,2743630,22.37,Land,Shohanur,03/17/2021,,,
5958,617271,2743092,22.51,Dyke,Shohanur,03/17/2021,,,
5959,617323,2743098,22.83,Dyke,Shohanur,03/17/2021,,,
5960,617338,2743175,22.31,Dyke,Shohanur,03/17/2021,,,
5961,617276,2743195,22.16,Dyke,Shohanur,03/17/2021,,,
5962,617303,2743168,20.21,Sounding,Shohanur,03/17/2021,,,
5963,617302,2743121,19.93,Sounding,Shohanur,03/17/2021,,,
5964,617318,2743071,19.78,Sounding,Shohanur,03/17/2021,,,
5965,617315,2743026,19.45,Sounding,Shohanur,03/17/2021,,,
5966,617334,2742986,19.62,Sounding,Shohanur,03/17/2021,,,
5967,617406,2742993,19.85,Sounding,Shohanur,03/17/2021,,,
5968,617445,2742942,19.64,Sounding,Shohanur,03/17/2021,,,
5969,617531,2743013,20.01,Sounding,Shohanur,03/17/2021,,,
5970,617543,2743052,19.72,Sounding,Shohanur,03/17/2021,,,
5971,617572,2743053,20.11,Sounding,Shohanur,03/17/2021,,,
5972,617546,2743104,19.90,Sounding,Shohanur,03/17/2021,,,
5973,617468,2743095,19.75,Sounding,Shohanur,03/17/2021,,,
5974,617463,2743025,20.07,Sounding,Shohanur,03/17/2021,,,
5975,617460,2742979,19.84,Sounding,Shohanur,03/17/2021,,,
5976,617394,2743041,19.82,Sounding,Shohanur,03/17/2021,,,
5977,617387,2743087,20.15,Sounding,Shohanur,03/17/2021,,,
5978,617392,2743122,20.21,Sounding,Shohanur,03/17/2021,,,
5979,617414,2743159,20.62,Sounding,Shohanur,03/17/2021,,,
5980,617382,2743168,20.26,Sounding,Shohanur,03/17/2021,,,
5981,619876,2739621,22.53,Home Staed,Shohanur,03/18/2021,,,
5982,619882,2739636,22.51,Home Staed,Shohanur,03/18/2021,,,
5983,619900,2739627,22.78,Home Staed,Shohanur,03/18/2021,,,
5984,619907,2739636,22.16,Home Staed,Shohanur,03/18/2021,,,
5985,619927,2739625,22.32,Home Staed,Shohanur,03/18/2021,,,
5986,619942,2739637,22.37,Home Staed,Shohanur,03/18/2021,,,
5987,619952,2739621,22.81,Home Staed,Shohanur,03/18/2021,,,
5988,619960,2739632,22.60,Home Staed,Shohanur,03/18/2021,,,
5989,619971,2739625,23.18,Mosque,Shohanur,03/18/2021,,,
5990,619983,2739633,22.94,Home Staed,Shohanur,03/18/2021,,,
5991,619991,2739618,22.41,Home Staed,Shohanur,03/18/2021,,,
5992,619999,2739629,22.52,Home Staed,Shohanur,03/18/2021,,,
5993,620006,2739626,22.73,Home Staed,Shohanur,03/18/2021,,,
5994,620022,2739629,22.84,Home Staed,Shohanur,03/18/2021,,,
5995,620039,2739629,22.70,Home Staed,Shohanur,03/18/2021,,,
5996,620080,2739608,23.08,Home Staed,Shohanur,03/18/2021,,,
5997,620085,2739620,22.83,Home Staed,Shohanur,03/18/2021,,,
5998,620082,2739638,22.50,Home Staed,Shohanur,03/18/2021,,,
5999,620085,2739650,22.36,Home Staed,Shohanur,03/18/2021,,,
6000,620092,2739620,22.44,Home Staed,Shohanur,03/18/2021,,,
6001,620106,2739629,22.75,Home Staed,Shohanur,03/18/2021,,,
6002,620113,2739611,23.03,Home Staed,Shohanur,03/18/2021,,,
6003,620121,2739627,22.61,Home Staed,Shohanur,03/18/2021,,,
6004,620143,2739611,22.45,Home Staed,Shohanur,03/18/2021,,,
6005,620150,2739627,22.74,Home Staed,Shohanur,03/18/2021,,,
6006,620175,2739617,23.24,Home Staed,Shohanur,03/18/2021,,,
6007,620165,2739673,23.04,Home Staed,Shohanur,03/18/2021,,,
6008,620206,2739607,23.21,Home Staed,Shohanur,03/18/2021,,,
6009,620234,2739628,23.37,Home Staed,Shohanur,03/18/2021,,,
6010,620263,2739614,23.34,Home Staed,Shohanur,03/18/2021,,,
6011,620278,2739624,22.73,Home Staed,Shohanur,03/18/2021,,,
6012,620297,2739618,22.80,Home Staed,Shohanur,03/18/2021,,,
6013,620322,2739627,22.49,Home Staed,Shohanur,03/18/2021,,,
6014,620322,2739611,22.62,Home Staed,Shohanur,03/18/2021,,,
6015,620328,2739536,22.70,Home Staed,Shohanur,03/18/2021,,,
6016,620315,2739529,22.59,Home Staed,Shohanur,03/18/2021,,,
6017,620298,2739530,22.84,Home Staed,Shohanur,03/18/2021,,,
6018,620281,2739521,22.77,Home Staed,Shohanur,03/18/2021,,,
6019,620266,2739516,23.01,Home Staed,Shohanur,03/18/2021,,,
6020,620263,2739513,22.43,Land,Shohanur,03/18/2021,,,
6021,620269,2739518,22.53,Home Staed,Shohanur,03/18/2021,,,
6022,620249,2739515,22.80,Home Staed,Shohanur,03/18/2021,,,
6023,620228,2739507,22.34,Home Staed,Shohanur,03/18/2021,,,
6024,620206,2739507,22.08,Home Staed,Shohanur,03/18/2021,,,
6025,620195,2739498,22.44,Home Staed,Shohanur,03/18/2021,,,
6026,620174,2739488,23.25,Home Staed,Shohanur,03/18/2021,,,
6027,620158,2739489,23.04,Home Staed,Shohanur,03/18/2021,,,
6028,620141,2739478,22.84,Home Staed,Shohanur,03/18/2021,,,
6029,620138,2739468,22.77,Home Staed,Shohanur,03/18/2021,,,
6030,620125,2739469,22.88,Home Staed,Shohanur,03/18/2021,,,
6031,620109,2739461,23.12,Home Staed,Shohanur,03/18/2021,,,
6032,620093,2739443,23.35,Home Staed,Shohanur,03/18/2021,,,
6033,620080,2739454,23.51,Home Staed,Shohanur,03/18/2021,,,
6034,620349,2739435,22.48,Home Staed,Shohanur,03/18/2021,,,
6035,620341,2739402,21.99,Home Staed,Shohanur,03/18/2021,,,
6036,620349,2739398,21.73,Shop,Shohanur,03/18/2021,,,
6037,620333,2739361,22.21,Home Staed,Shohanur,03/18/2021,,,
6038,620297,2739308,22.34,Home Staed,Shohanur,03/18/2021,,,
6039,620328,2739278,22.51,Home Staed,Shohanur,03/18/2021,,,
6040,620330,2739225,20.22,Pond,Shohanur,03/18/2021,,,
6041,620314,2739257,21.39,Home Staed,Shohanur,03/18/2021,,,
6042,620295,2739206,21.27,Home Staed,Shohanur,03/18/2021,,,
6043,620308,2739233,21.50,Home Staed,Shohanur,03/18/2021,,,
6044,620348,2739229,23.07,Pucca Road,Shohanur,03/18/2021,,,
6045,620358,2739212,23.09,Home Staed,Shohanur,03/18/2021,,,
6046,620382,2739190,22.79,Home Staed,Shohanur,03/18/2021,,,
6047,620385,2739156,22.63,Home Staed,Shohanur,03/18/2021,,,
6048,620384,2739134,22.67,Home Staed,Shohanur,03/18/2021,,,
6049,620346,2739182,22.53,Home Staed,Shohanur,03/18/2021,,,
6050,620366,2739153,22.90,Home Staed,Shohanur,03/18/2021,,,
6051,620324,2739165,22.68,Home Staed,Shohanur,03/18/2021,,,
6052,620349,2739134,22.72,Home Staed,Shohanur,03/18/2021,,,
6053,620361,2739102,21.46,Pond,Shohanur,03/18/2021,,,
6054,620336,2739102,22.89,Home Staed,Shohanur,03/18/2021,,,
6055,620297,2739110,22.63,Home Staed,Shohanur,03/18/2021,,,
6056,620287,2739137,23.21,Home Staed,Shohanur,03/18/2021,,,
6057,620368,2739071,23.93,Home Staed,Shohanur,03/18/2021,,,
6058,620368,2739045,24.22,Mosque,Shohanur,03/18/2021,,,
6059,620352,2739018,24.37,Home Staed,Shohanur,03/18/2021,,,
6060,620359,2738990,23.57,Home Staed,Shohanur,03/18/2021,,,
6061,620357,2738951,23.68,Home Staed,Shohanur,03/18/2021,,,
6062,620356,2738905,24.47,Shop,Shohanur,03/18/2021,,,
6063,620353,2738872,23.59,Shop,Shohanur,03/18/2021,,,
6064,620358,2738844,23.18,Shop,Shohanur,03/18/2021,,,
6065,620315,2739010,23.46,Home Staed,Shohanur,03/18/2021,,,
6066,620305,2738979,23.13,Home Staed,Shohanur,03/18/2021,,,
6067,620305,2738946,23.28,Home Staed,Shohanur,03/18/2021,,,
6068,620317,2738886,23.29,Home Staed,Shohanur,03/18/2021,,,
6069,620315,2738853,23.15,Home Staed,Shohanur,03/18/2021,,,
6070,620260,2739016,23.40,Home Staed,Shohanur,03/18/2021,,,
6071,620202,2739028,23.60,Home Staed,Shohanur,03/18/2021,,,
6072,620187,2739001,23.78,Home Staed,Shohanur,03/18/2021,,,
6073,620224,2738992,23.99,Home Staed,Shohanur,03/18/2021,,,
6074,620257,2738983,24.12,Home Staed,Shohanur,03/18/2021,,,
6075,620142,2738969,24.32,Home Staed,Shohanur,03/18/2021,,,
6076,620211,2738961,23.73,Home Staed,Shohanur,03/18/2021,,,
6077,620217,2738924,23.60,Home Staed,Shohanur,03/18/2021,,,
6078,620242,2738933,23.48,Home Staed,Shohanur,03/18/2021,,,
6079,620197,2738884,23.78,Home Staed,Shohanur,03/18/2021,,,
6080,620181,2738847,23.54,Home Staed,Shohanur,03/18/2021,,,
6081,620089,2738864,23.83,Home Staed,Shohanur,03/18/2021,,,
6082,620356,2738812,22.08,Home Staed,Shohanur,03/20/2021,,,
6083,620350,2738667,22.87,Mosque,Shohanur,03/20/2021,,,
6084,620346,2738433,23.32,Home Staed,Shohanur,03/20/2021,,,
6085,620303,2738781,23.06,Pond,Shohanur,03/20/2021,,,
6086,620275,2738710,22.88,Home Staed,Shohanur,03/20/2021,,,
6087,620265,2738628,23.22,Pond,Shohanur,03/20/2021,,,
6088,620255,2738575,22.97,Home Staed,Shohanur,03/20/2021,,,
6089,620254,2738451,22.90,Home Staed,Shohanur,03/20/2021,,,
6090,620206,2738711,23.14,Brick Soling Road,Shohanur,03/20/2021,,,
6091,620218,2738578,22.93,Home Staed,Shohanur,03/20/2021,,,
6092,620214,2738681,22.79,Home Staed,Shohanur,03/20/2021,,,
6093,620253,2738783,22.53,Pond,Shohanur,03/20/2021,,,
6094,620208,2738446,23.01,Home Staed,Shohanur,03/20/2021,,,
6095,620181,2738805,22.90,Shop,Shohanur,03/20/2021,,,
6096,620168,2738629,22.01,Shop,Shohanur,03/20/2021,,,
6097,620165,2738495,22.53,Home Staed,Shohanur,03/20/2021,,,
6098,620169,2738709,22.67,Pond,Shohanur,03/20/2021,,,
6099,620120,2738814,22.71,Home Staed,Shohanur,03/20/2021,,,
6100,620115,2738704,22.87,Home Staed,Shohanur,03/20/2021,,,
6101,620084,2738590,22.33,Home Staed,Shohanur,03/20/2021,,,
6102,620091,2738497,20.87,Pond,Shohanur,03/20/2021,,,
6103,620110,2738571,22.85,Brick Soling Road,Shohanur,03/20/2021,,,
6104,620048,2738816,22.68,Home Staed,Shohanur,03/20/2021,,,
6105,620054,2738721,23.07,Home Staed,Shohanur,03/20/2021,,,
6106,620021,2738618,22.99,Home Staed,Shohanur,03/20/2021,,,
6107,620004,2738539,23.18,Home Staed,Shohanur,03/20/2021,,,
6108,619945,2738824,22.67,Mango Garden,Shohanur,03/20/2021,,,
6109,619942,2738676,22.35,Home Staed,Shohanur,03/20/2021,,,
6110,619937,2738624,22.20,Home Staed,Shohanur,03/20/2021,,,
6111,619919,2738547,21.95,Home Staed,Shohanur,03/20/2021,,,
6112,619854,2738660,22.91,Earthen Road,Shohanur,03/20/2021,,,
6113,619840,2738802,22.15,Mango Garden,Shohanur,03/20/2021,,,
6114,619824,2738705,22.90,Mango Garden,Shohanur,03/20/2021,,,
6115,619813,2738669,23.15,Earthen Road,Shohanur,03/20/2021,,,
6116,619812,2738606,20.45,Pond,Shohanur,03/20/2021,,,
6117,619769,2738796,22.59,Mango Garden,Shohanur,03/20/2021,,,
6118,619776,2738671,23.06,Home Staed,Shohanur,03/20/2021,,,
6119,619778,2738587,22.85,Mango Garden,Shohanur,03/20/2021,,,
6120,619683,2738780,22.26,Mango Garden,Shohanur,03/20/2021,,,
6121,619695,2738703,21.98,Home Staed,Shohanur,03/20/2021,,,
6122,619705,2738595,22.11,Mango Garden,Shohanur,03/20/2021,,,
6123,619622,2738599,21.34,Mango Garden,Shohanur,03/20/2021,,,
6124,619606,2738677,21.01,Mango Garden,Shohanur,03/20/2021,,,
6125,619592,2738767,21.57,Mango Garden,Shohanur,03/20/2021,,,
6126,619554,2738750,21.70,Mango Garden,Shohanur,03/20/2021,,,
6127,619549,2738687,21.93,Home Staed,Shohanur,03/20/2021,,,
6128,619552,2738632,22.80,Mango Garden,Shohanur,03/20/2021,,,
6129,619553,2738582,22.07,Mango Garden,Shohanur,03/20/2021,,,
6130,619506,2738771,21.69,Mango Garden,Shohanur,03/20/2021,,,
6131,619503,2738718,21.37,Mango Garden,Shohanur,03/20/2021,,,
6132,619508,2738666,21.35,Mango Garden,Shohanur,03/20/2021,,,
6133,619520,2738572,21.69,Mango Garden,Shohanur,03/20/2021,,,
6134,619470,2738753,22.05,Mango Garden,Shohanur,03/20/2021,,,
6135,619473,2738696,21.37,Mango Garden,Shohanur,03/20/2021,,,
6136,619480,2738626,21.54,Mango Garden,Shohanur,03/20/2021,,,
6137,619490,2738574,21.79,Mango Garden,Shohanur,03/20/2021,,,
6138,619442,2738768,22.38,Mango Garden,Shohanur,03/20/2021,,,
6139,619445,2738727,21.37,Mango Garden,Shohanur,03/20/2021,,,
6140,619443,2738658,22.04,Mango Garden,Shohanur,03/20/2021,,,
6141,619460,2738581,21.65,Mango Garden,Shohanur,03/20/2021,,,
6142,619406,2738767,22.34,Mango Garden,Shohanur,03/20/2021,,,
6143,619405,2738714,22.04,Mango Garden,Shohanur,03/20/2021,,,
6144,619405,2738623,22.65,Home Staed,Shohanur,03/20/2021,,,
6145,619399,2738564,22.59,Home Staed,Shohanur,03/20/2021,,,
6146,619420,2738583,22.53,Earthen Road,Shohanur,03/20/2021,,,
6147,620290,2734103,21.32,Pucca Road,Shohanur ,03/21/2021,,,
6148,620247,2734154,21.19,Home Staed,Shohanur ,03/21/2021,,,
6149,620333,2734138,21.12,Home Staed,Shohanur ,03/21/2021,,,
6150,620511,2734087,20.77,Mango Garden,Shohanur ,03/21/2021,,,
6151,620678,2734043,20.39,Mango Garden,Shohanur ,03/21/2021,,,
6152,620713,2734138,21.21,Home Staed,Shohanur ,03/21/2021,,,
6153,620592,2734171,20.77,Mango Garden,Shohanur ,03/21/2021,,,
6154,620479,2734219,20.92,Mango Garden,Shohanur ,03/21/2021,,,
6155,620363,2734251,21.22,Home Staed,Shohanur ,03/21/2021,,,
6156,620255,2734170,21.46,Pucca Road,Shohanur ,03/21/2021,,,
6157,620266,2734320,22.86,Mosque,Shohanur ,03/21/2021,,,
6158,620288,2734342,21.98,Home Staed,Shohanur ,03/21/2021,,,
6159,620346,2734313,19.88,Pond,Shohanur ,03/21/2021,,,
6160,620461,2734290,20.98,Mango Garden,Shohanur ,03/21/2021,,,
6161,620630,2734258,20.88,Mango Garden,Shohanur ,03/21/2021,,,
6162,620736,2734237,21.35,Mango Garden,Shohanur ,03/21/2021,,,
6163,620302,2734407,22.22,Home Staed,Shohanur ,03/21/2021,,,
6164,620399,2734375,21.89,Home Staed,Shohanur ,03/21/2021,,,
6165,620506,2734372,21.97,Home Staed,Shohanur ,03/21/2021,,,
6166,620636,2734359,21.54,Mango Garden,Shohanur ,03/21/2021,,,
6167,620760,2734336,21.86,Mango Garden,Shohanur ,03/21/2021,,,
6168,620521,2734379,22.24,Pucca Road,Shohanur ,03/21/2021,,,
6169,620321,2734487,21.55,Mango Garden,Shohanur ,03/21/2021,,,
6170,620460,2734476,21.19,Mango Garden,Shohanur ,03/21/2021,,,
6171,620592,2734426,21.40,Mango Garden,Shohanur ,03/21/2021,,,
6172,620695,2734415,22.13,Home Staed,Shohanur ,03/21/2021,,,
6173,620784,2734413,21.95,Home Staed,Shohanur ,03/21/2021,,,
6174,620536,2734450,22.14,Pucca Road,Shohanur ,03/21/2021,,,
6175,620783,2734507,21.55,Home Staed,Shohanur ,03/21/2021,,,
6176,620634,2734510,21.79,Home Staed,Shohanur ,03/21/2021,,,
6177,620553,2734586,21.95,Home Staed,Shohanur ,03/21/2021,,,
6178,620454,2734612,22.04,Home Staed,Shohanur ,03/21/2021,,,
6179,620401,2734613,22.28,Home Staed,Shohanur ,03/21/2021,,,
6180,620606,2734504,21.85,Brick Soling Road,Shohanur ,03/21/2021,,,
6181,620393,2734733,22.25,Home Staed,Shohanur ,03/21/2021,,,
6182,620531,2734704,22.18,Home Staed,Shohanur ,03/21/2021,,,
6183,620647,2734694,22.11,Home Staed,Shohanur ,03/21/2021,,,
6184,620718,2734698,22.36,Home Staed,Shohanur ,03/21/2021,,,
6185,620817,2734648,21.89,Mango Garden,Shohanur ,03/21/2021,,,
6186,620619,2734702,21.70,Brick Soling Road,Shohanur ,03/21/2021,,,
6187,620845,2734796,22.29,Mango Garden,Shohanur ,03/21/2021,,,
6188,620749,2734812,22.98,Home Staed,Shohanur ,03/21/2021,,,
6189,620644,2734816,23.29,Home Staed,Shohanur ,03/21/2021,,,
6190,620522,2734819,23.38,Shop,Shohanur ,03/21/2021,,,
6191,620410,2734839,23.57,Shop,Shohanur ,03/21/2021,,,
6192,620705,2734833,22.98,Pucca Road,Shohanur ,03/21/2021,,,
6193,620576,2734835,22.92,Pucca Road,Shohanur ,03/21/2021,,,
6194,620437,2734964,22.55,Home Staed,Shohanur ,03/21/2021,,,
6195,620586,2734930,22.63,Home Staed,Shohanur ,03/21/2021,,,
6196,620734,2734897,22.26,Home Staed,Shohanur ,03/21/2021,,,
6197,620866,2734875,21.91,Pucca Road,Shohanur ,03/21/2021,,,
6198,620563,2734910,22.92,Home Staed,Shohanur ,03/21/2021,,,
6199,620439,2735060,22.79,Home Staed,Shohanur ,03/21/2021,,,
6200,620539,2735042,22.44,Home Staed,Shohanur ,03/21/2021,,,
6201,620656,2735009,22.38,Home Staed,Shohanur ,03/21/2021,,,
6202,620780,2734958,23.05,Home Staed,Shohanur ,03/21/2021,,,
6203,620865,2734927,22.94,Home Staed,Shohanur ,03/21/2021,,,
6204,620743,2734144,21.62,Home Sted,Shohanur ,03/22/2021,,,
6205,620852,2734104,20.92,Mango Garden,Shohanur ,03/22/2021,,,
6206,620982,2734072,20.96,Mango Garden,Shohanur ,03/22/2021,,,
6207,621095,2734024,20.71,Mango Garden,Shohanur ,03/22/2021,,,
6208,621203,2734026,20.47,Mango Garden,Shohanur ,03/22/2021,,,
6209,620774,2734235,21.32,Mango Garden,Shohanur ,03/22/2021,,,
6210,620842,2734215,21.14,Mango Garden,Shohanur ,03/22/2021,,,
6211,621004,2734175,21.07,Mango Garden,Shohanur ,03/22/2021,,,
6212,621151,2734135,21.35,Home Sted,Shohanur ,03/22/2021,,,
6213,621238,2734129,20.90,Home Sted,Shohanur ,03/22/2021,,,
6214,620764,2734272,21.65,Earthen Road,Shohanur ,03/22/2021,,,
6215,620794,2734330,22.19,Pucca Road,Shohanur ,03/22/2021,,,
6216,620917,2734301,21.94,Home Sted,Shohanur ,03/22/2021,,,
6217,621076,2734265,21.83,Home Sted,Shohanur ,03/22/2021,,,
6218,621254,2734251,21.56,Mango Garden,Shohanur ,03/22/2021,,,
6219,621192,2734214,21.30,Mango Garden,Shohanur ,03/22/2021,,,
6220,620998,2734249,21.95,Home Sted,Shohanur ,03/22/2021,,,
6221,620817,2734437,22.19,Home Sted,Shohanur ,03/22/2021,,,
6222,620932,2734412,21.97,Home Sted,Shohanur ,03/22/2021,,,
6223,621079,2734385,22.11,Home Sted,Shohanur ,03/22/2021,,,
6224,621269,2734374,22.24,Home Sted,Shohanur ,03/22/2021,,,
6225,621204,2734333,21.80,Home Sted,Shohanur ,03/22/2021,,,
6226,620873,2734506,22.57,Pucca Road,Shohanur ,03/22/2021,,,
6227,620858,2734527,22.61,Home Stead,Shohanur ,03/22/2021,,,
6228,621007,2734494,22.01,Mango Garden,Shohanur ,03/22/2021,,,
6229,621138,2734468,21.90,Mango Garden,Shohanur ,03/22/2021,,,
6230,621242,2734456,21.14,Mango Garden,Shohanur ,03/22/2021,,,
6231,621316,2734430,22.35,Home Stead,Shohanur ,03/22/2021,,,
6232,620877,2734652,20.52,Home Stead,Shohanur ,03/22/2021,,,
6233,621006,2734606,20.41,Home Stead,Shohanur ,03/22/2021,,,
6234,621171,2734593,20.34,Home Stead,Shohanur ,03/22/2021,,,
6235,621328,2734578,20.26,Home Stead,Shohanur ,03/22/2021,,,
6236,621260,2734529,20.48,Home Stead,Shohanur ,03/22/2021,,,
6237,620997,2734563,20.42,Mango Garden,Shohanur ,03/22/2021,,,
6238,620908,2734791,20.82,Shope,Shohanur ,03/22/2021,,,
6239,620998,2734764,20.19,Home Stead,Shohanur ,03/22/2021,,,
6240,621117,2734751,20.92,Home Stead,Shohanur ,03/22/2021,,,
6241,621258,2734727,20.76,Home Stead,Shohanur ,03/22/2021,,,
6242,621364,2734709,21.02,Home Stead,Shohanur ,03/22/2021,,,
6243,620944,2734801,21.16,Pucca Road,Shohanur ,03/22/2021,,,
6244,621072,2734782,21.12,Pucca Road,Shohanur ,03/22/2021,,,
6245,620923,2734880,20.79,Home Stead,Shohanur ,03/22/2021,,,
6246,621000,2734862,20.25,Home Stead,Shohanur ,03/22/2021,,,
6247,621168,2734878,19.83,Mango Garden,Shohanur ,03/22/2021,,,
6248,621254,2734852,19.69,Mango Garden,Shohanur ,03/22/2021,,,
6249,621384,2734840,19.95,Home Stead,Shohanur ,03/22/2021,,,
6250,620929,2734944,20.14,Home Stead,Shohanur ,03/22/2021,,,
6251,621016,2734966,19.72,Home Stead,Shohanur ,03/22/2021,,,
6252,621127,2734998,19.69,Home Stead,Shohanur ,03/22/2021,,,
6253,621270,2735056,19.47,Home Stead,Shohanur ,03/22/2021,,,
6254,621401,2735067,20.25,Home Stead,Shohanur ,03/22/2021,,,
6255,621084,2734967,20.34,Pucca Road,Shohanur ,03/22/2021,,,
6256,621339,2735060,20.52,Pucca Road,Shohanur ,03/22/2021,,,
6257,616765.215,2744999.607,24.47,BSS07,Sanowar,04/03/21,,,
6258,616767.351,2745005.797,22.07,Mango Garden,Sanowar,04/03/21,,,
6259,616847.056,2744989.036,21.47,Mango Garden,Sanowar,04/03/21,,,
6260,616781.091,2745075.328,21.83,Mango Garden,Sanowar,04/03/21,,,
6261,616781.088,2745075.332,21.83,Mango Garden,Sanowar,04/03/21,,,
6262,616905.261,2745014.14,21.21,Mango Garden,Sanowar,04/03/21,,,
6263,616806.757,2745166.865,22.34,Mango Garden,Sanowar,04/03/21,,,
6264,616817.399,2745234.274,22.75,Mango Garden,Sanowar,04/03/21,,,
6265,616905.166,2745070.126,21.78,Mango Garden,Sanowar,04/03/21,,,
6266,616934.477,2745120.808,21.65,Mango Garden,Sanowar,04/03/21,,,
6267,616945.224,2745161.541,22.08,Mango Garden,Sanowar,04/03/21,,,
6268,616991.143,2745180.22,22.27,Mango Garden,Sanowar,04/03/21,,,
6269,616798.806,2745317.874,22.29,Mango Garden,Sanowar,04/03/21,,,
6270,617002.833,2745121.902,22.15,Mango Garden,Sanowar,04/03/21,,,
6271,616741.676,2745294.487,21.79,Mango Garden,Sanowar,04/03/21,,,
6272,616710.649,2745221.891,22.25,Mango Garden,Sanowar,04/03/21,,,
6273,616966.225,2745018.82,21.52,Mango Garden,Sanowar,04/03/21,,,
6274,616688.827,2745156.534,22.45,Mango Garden,Sanowar,04/03/21,,,
6275,616956.398,2744969.389,21.21,Mango Garden,Sanowar,04/03/21,,,
6276,616615.653,2745184.407,22.51,Mango Garden,Sanowar,04/03/21,,,
6277,616925.109,2744955.64,21.63,Mango Garden,Sanowar,04/03/21,,,
6278,616547.382,2745213.316,22.88,Mango Garden,Sanowar,04/03/21,,,
6279,616579.941,2745277.902,22.91,Mango Garden,Sanowar,04/03/21,,,
6280,616958.191,2744956.223,21.04,Mango Garden,Sanowar,04/03/21,,,
6281,616638.555,2745312.257,22.51,Mango Garden,Sanowar,04/03/21,,,
6282,616991.134,2744973.63,21.25,Mango Garden,Sanowar,04/03/21,,,
6283,617036.662,2744989.642,21.51,Mango Garden,Sanowar,04/03/21,,,
6284,616734.997,2745324.103,21.87,Mango Garden,Sanowar,04/03/21,,,
